1,"Abandoned Ship"
10,"Ever Grande City"
100,"Hoenn Route 112"
101,"Hoenn Route 112"
102,"Hoenn Route 113"
103,"Hoenn Route 113"
104,"Hoenn Route 113"
105,"Hoenn Route 113"
106,"Hoenn Route 113"
107,"Hoenn Route 113"
108,"Hoenn Route 113"
109,"Hoenn Route 113"
11,"Ever Grande City"
110,"Hoenn Route 113"
111,"Hoenn Route 113"
112,"Hoenn Route 114"
113,"Hoenn Route 114"
114,"Hoenn Route 114"
115,"Hoenn Route 114"
116,"Hoenn Route 114"
117,"Hoenn Route 114"
118,"Hoenn Route 114"
119,"Hoenn Route 114"
12,"Ever Grande City"
120,"Hoenn Route 114"
121,"Hoenn Route 114"
122,"Hoenn Route 114"
123,"Hoenn Route 114"
124,"Hoenn Route 115"
125,"Hoenn Route 115"
126,"Hoenn Route 115"
127,"Hoenn Route 115"
128,"Hoenn Route 115"
129,"Hoenn Route 115"
13,"Hoenn Route 102"
130,"Hoenn Route 115"
131,"Hoenn Route 115"
132,"Hoenn Route 115"
133,"Hoenn Route 115"
134,"Hoenn Route 116"
135,"Hoenn Route 116"
136,"Hoenn Route 116"
137,"Hoenn Route 116"
138,"Hoenn Route 116"
139,"Hoenn Route 116"
14,"Hoenn Route 102"
140,"Hoenn Route 116"
141,"Hoenn Route 116"
142,"Hoenn Route 116"
143,"Hoenn Route 116"
144,"Hoenn Route 117"
145,"Hoenn Route 117"
146,"Hoenn Route 117"
147,"Hoenn Route 117"
148,"Hoenn Route 117"
149,"Hoenn Route 117"
15,"Hoenn Route 102"
150,"Hoenn Route 117"
151,"Hoenn Route 117"
152,"Hoenn Route 117"
153,"Hoenn Route 118"
154,"Hoenn Route 118"
155,"Hoenn Route 118"
156,"Hoenn Route 118"
157,"Hoenn Route 118"
158,"Hoenn Route 118"
159,"Hoenn Route 118"
16,"Hoenn Route 102"
160,"Hoenn Route 119"
161,"Hoenn Route 119"
162,"Hoenn Route 119"
163,"Hoenn Route 119"
164,"Hoenn Route 119"
165,"Hoenn Route 119"
166,"Hoenn Route 119"
167,"Hoenn Route 119"
168,"Hoenn Route 119"
169,"Hoenn Route 119"
17,"Hoenn Route 103"
17,"Hoenn Route 110"
17,"Hoenn Route 119"
17,"Lilycove City"
17,"Rustboro City"
170,"Hoenn Route 119"
171,"Hoenn Route 119"
172,"Hoenn Route 119"
173,"Hoenn Route 119"
174,"Hoenn Route 119"
175,"Hoenn Route 119"
176,"Hoenn Route 119"
177,"Hoenn Route 120"
178,"Hoenn Route 120"
179,"Hoenn Route 120"
18,"Hoenn Route 103"
18,"Hoenn Route 110"
18,"Hoenn Route 119"
18,"Lilycove City"
18,"Rustboro City"
180,"Hoenn Route 120"
181,"Hoenn Route 120"
182,"Hoenn Route 120"
183,"Hoenn Route 120"
184,"Hoenn Route 120"
185,"Hoenn Route 120"
186,"Hoenn Route 120"
187,"Hoenn Route 120"
188,"Hoenn Route 120"
189,"Hoenn Route 120"
19,"Hoenn Route 103"
190,"Hoenn Route 121"
191,"Hoenn Route 121"
192,"Hoenn Route 121"
193,"Hoenn Route 121"
194,"Hoenn Route 121"
195,"Hoenn Route 121"
196,"Hoenn Route 121"
197,"Hoenn Route 121"
198,"Hoenn Route 121"
199,"Hoenn Route 121"
2,"Abandoned Ship"
20,"Hoenn Route 103"
200,"Hoenn Route 123"
201,"Hoenn Route 123"
202,"Hoenn Route 123"
203,"Hoenn Route 123"
204,"Hoenn Route 123"
205,"Hoenn Route 123"
206,"Hoenn Route 123"
207,"Hoenn Route 123"
208,"Hoenn Route 123"
209,"Hoenn Route 123"
21,"Hoenn Route 103"
210,"Hoenn Route 123"
211,"Hoenn Route 123"
212,"Hoenn Route 123"
213,"Hoenn Route 123"
214,"Hoenn Route 123"
215,"Hoenn Route 124"
216,"Hoenn Route 124"
217,"Hoenn Route 124"
218,"Hoenn Route 124"
219,"Hoenn Route 124"
22,"Hoenn Route 103"
220,"Hoenn Route 124"
221,"Hoenn Route 124"
222,"Hoenn Route 124"
223,"Hoenn Route 125"
224,"Hoenn Route 125"
225,"Hoenn Route 125"
226,"Hoenn Route 125"
227,"Hoenn Route 125"
228,"Hoenn Route 125"
229,"Hoenn Route 125"
23,"Hoenn Route 103"
230,"Hoenn Route 125"
231,"Hoenn Route 126"
232,"Hoenn Route 126"
233,"Hoenn Route 126"
234,"Hoenn Route 126"
235,"Hoenn Route 126"
236,"Hoenn Route 126"
237,"Hoenn Route 126"
238,"Hoenn Route 126"
239,"Hoenn Route 127"
24,"Hoenn Route 103"
240,"Hoenn Route 127"
241,"Hoenn Route 127"
242,"Hoenn Route 127"
243,"Hoenn Route 127"
244,"Hoenn Route 127"
245,"Hoenn Route 127"
246,"Hoenn Route 127"
247,"Hoenn Route 128"
248,"Hoenn Route 128"
249,"Hoenn Route 128"
25,"Hoenn Route 103"
250,"Hoenn Route 128"
251,"Hoenn Route 128"
252,"Hoenn Route 128"
253,"Hoenn Route 128"
254,"Hoenn Route 129"
255,"Hoenn Route 129"
256,"Hoenn Route 129"
257,"Hoenn Route 129"
258,"Hoenn Route 129"
259,"Hoenn Route 130"
26,"Hoenn Route 103"
260,"Hoenn Route 130"
261,"Hoenn Route 130"
262,"Hoenn Route 131"
263,"Hoenn Route 131"
264,"Hoenn Route 131"
265,"Hoenn Route 131"
266,"Hoenn Route 131"
267,"Hoenn Route 131"
268,"Hoenn Route 131"
269,"Hoenn Route 132"
27,"Hoenn Route 105"
270,"Hoenn Route 132"
271,"Hoenn Route 132"
272,"Hoenn Route 132"
273,"Hoenn Route 132"
274,"Hoenn Route 132"
275,"Hoenn Route 132"
276,"Hoenn Route 132"
277,"Hoenn Route 133"
278,"Hoenn Route 133"
279,"Hoenn Route 133"
28,"Hoenn Route 105"
280,"Hoenn Route 133"
281,"Hoenn Route 133"
282,"Hoenn Route 133"
283,"Hoenn Route 133"
284,"Hoenn Route 134"
285,"Hoenn Route 134"
286,"Hoenn Route 134"
287,"Hoenn Route 134"
288,"Hoenn Route 134"
289,"Hoenn Route 134"
29,"Hoenn Route 105"
290,"Hoenn Route 134"
291,"Hoenn Route 134"
292,"Hoenn Route 134"
293,"Jagged Pass"
294,"Jagged Pass"
294,"Magma Hideout (Jagged Pass)"
294,"Mossdeep Space Center"
294,"Mt. Chimney"
294,"Rusturf Tunnel"
295,"Jagged Pass"
296,"Jagged Pass"
297,"Jagged Pass"
298,"Jagged Pass"
299,"Magma Hideout (Jagged Pass)"
299,"Mossdeep Space Center"
299,"Mt. Chimney"
3,"Abandoned Ship"
30,"Hoenn Route 105"
300,"Magma Hideout (Jagged Pass)"
300,"Mossdeep Space Center"
300,"Mt. Chimney"
301,"Mauville City"
301,"Victory Road (Hoenn)"
302,"Meteor Falls"
303,"Meteor Falls"
304,"Meteor Falls"
304,"Mossdeep Space Center"
305,"Mt. Chimney"
306,"Mt. Chimney"
307,"Mt. Chimney"
308,"Mt. Chimney"
309,"Mt. Chimney"
31,"Hoenn Route 105"
310,"Mt. Pyre"
311,"Mt. Pyre"
312,"Mt. Pyre"
313,"Mt. Pyre"
314,"Mt. Pyre"
315,"Mt. Pyre"
316,"Mt. Pyre"
317,"Mt. Pyre"
318,"Mt. Pyre"
319,"Mt. Pyre"
32,"Hoenn Route 105"
320,"Mt. Pyre"
321,"Mt. Pyre"
321,"Oceanic Museum"
321,"Petalburg Woods"
321,"Rusturf Tunnel"
321,"Seafloor Cavern"
321,"Team Aqua Hideout"
321,"Weather Institute"
322,"Petalburg Woods"
323,"Petalburg Woods"
326,"Rusturf Tunnel"
327,"S.S. Tidal"
328,"S.S. Tidal"
329,"S.S. Tidal"
33,"Hoenn Route 105"
330,"S.S. Tidal"
331,"S.S. Tidal"
332,"S.S. Tidal"
333,"S.S. Tidal"
334,"S.S. Tidal"
335,"Seafloor Cavern"
335,"Weather Institute"
336,"Seafloor Cavern"
337,"Seaside Cycling Road"
338,"Seaside Cycling Road"
339,"Seaside Cycling Road"
34,"Hoenn Route 106"
340,"Seaside Cycling Road"
341,"Seaside Cycling Road"
342,"Seaside Cycling Road"
343,"Team Aqua Hideout"
344,"Trainer Hill"
345,"Trainer Hill"
346,"Trainer Hill"
347,"Trainer Hill"
348,"Trainer Hill"
349,"Trainer Hill"
35,"Hoenn Route 106"
350,"Trainer Hill"
351,"Trainer Hill"
352,"Trainer Hill"
353,"Trainer Hill"
354,"Trainer Hill"
355,"Trainer Hill"
356,"Trainer Hill"
357,"Trainer Hill"
358,"Trainer Hill"
359,"Trainer Hill"
36,"Hoenn Route 106"
360,"Trainer Hill"
361,"Trainer Hill"
362,"Trainer Hill"
363,"Trainer Hill"
364,"Trainer Hill"
365,"Trainer Hill"
366,"Trainer Hill"
367,"Trainer Hill"
368,"Trainer Hill"
369,"Trainer Hill"
37,"Hoenn Route 106"
370,"Trainer Hill"
371,"Trainer Hill"
372,"Trainer Hill"
373,"Trainer Hill"
374,"Trainer Hill"
375,"Trainer Hill"
376,"Trainer Hill"
377,"Trainer Hill"
378,"Trainer Hill"
379,"Trainer Hill"
38,"Hoenn Route 107"
380,"Trainer Hill"
381,"Trainer Hill"
382,"Trainer Hill"
383,"Trainer Hill"
384,"Trick House"
385,"Trick House"
386,"Trick House"
387,"Trick House"
388,"Trick House"
389,"Trick House"
39,"Hoenn Route 107"
390,"Trick House"
391,"Trick House"
392,"Trick House"
393,"Trick House"
394,"Trick House"
395,"Trick House"
396,"Trick House"
397,"Trick House"
398,"Trick House"
399,"Trick House"
4,"Abandoned Ship"
40,"Hoenn Route 107"
400,"Trick House"
401,"Trick House"
402,"Trick House"
403,"Trick House"
404,"Trick House"
405,"Trick House"
406,"Trick House"
407,"Trick House"
408,"Victory Road (Hoenn)"
409,"Victory Road (Hoenn)"
41,"Hoenn Route 107"
410,"Victory Road (Hoenn)"
411,"Victory Road (Hoenn)"
412,"Victory Road (Hoenn)"
413,"Victory Road (Hoenn)"
414,"Victory Road (Hoenn)"
415,"Victory Road (Hoenn)"
416,"Victory Road (Hoenn)"
417,"Victory Road (Hoenn)"
418,"Victory Road (Hoenn)"
419,"Victory Road (Hoenn)"
42,"Hoenn Route 107"
420,"Victory Road (Hoenn)"
421,"Victory Road (Hoenn)"
422,"Victory Road (Hoenn)"
423,"Victory Road (Hoenn)"
424,"Rustboro City"
425,"Rustboro City"
426,"Rustboro City"
427,"Rustboro City"
428,"Dewford Town"
429,"Dewford Town"
43,"Hoenn Route 107"
430,"Dewford Town"
431,"Dewford Town"
432,"Dewford Town"
433,"Dewford Town"
434,"Dewford Town"
435,"Mauville City"
436,"Mauville City"
437,"Mauville City"
438,"Mauville City"
439,"Mauville City"
44,"Hoenn Route 108"
440,"Mauville City"
441,"Lavaridge Town"
442,"Lavaridge Town"
443,"Lavaridge Town"
444,"Lavaridge Town"
445,"Lavaridge Town"
446,"Lavaridge Town"
447,"Lavaridge Town"
448,"Lavaridge Town"
449,"Lavaridge Town"
45,"Hoenn Route 108"
450,"Petalburg City"
451,"Petalburg City"
452,"Petalburg City"
453,"Petalburg City"
454,"Petalburg City"
455,"Petalburg City"
456,"Petalburg City"
457,"Petalburg City"
458,"Fortree City"
459,"Fortree City"
46,"Hoenn Route 108"
460,"Fortree City"
461,"Fortree City"
462,"Fortree City"
463,"Fortree City"
464,"Fortree City"
465,"Mossdeep City"
466,"Mossdeep City"
467,"Mossdeep City"
468,"Mossdeep City"
469,"Mossdeep City"
47,"Hoenn Route 108"
470,"Mossdeep City"
471,"Mossdeep City"
472,"Mossdeep City"
473,"Mossdeep City"
474,"Mossdeep City"
475,"Mossdeep City"
476,"Mossdeep City"
477,"Mossdeep City"
478,"Sootopolis City"
479,"Sootopolis City"
48,"Hoenn Route 108"
480,"Sootopolis City"
481,"Sootopolis City"
482,"Sootopolis City"
483,"Sootopolis City"
484,"Sootopolis City"
485,"Sootopolis City"
486,"Sootopolis City"
487,"Sootopolis City"
488,"Sootopolis City"
489,"Hoenn Route 104"
49,"Hoenn Route 108"
490,"Hoenn Route 104"
491,"Hoenn Route 104"
492,"Hoenn Route 104"
493,"Hoenn Route 104"
494,"Hoenn Route 104"
495,"Hoenn Route 104"
5,"Abandoned Ship"
50,"Hoenn Route 109"
51,"Hoenn Route 109"
52,"Hoenn Route 109"
53,"Hoenn Route 109"
54,"Hoenn Route 109"
55,"Hoenn Route 109"
56,"Hoenn Route 109"
57,"Hoenn Route 109"
58,"Hoenn Route 109"
59,"Hoenn Route 109"
6,"Abandoned Ship"
60,"Hoenn Route 109"
61,"Hoenn Route 109"
62,"Hoenn Route 109"
63,"Hoenn Route 109"
64,"Hoenn Route 109"
65,"Hoenn Route 109"
66,"Hoenn Route 110"
67,"Hoenn Route 110"
68,"Hoenn Route 110"
69,"Hoenn Route 110"
7,"Abandoned Ship"
70,"Hoenn Route 110"
71,"Hoenn Route 110"
72,"Hoenn Route 110"
73,"Hoenn Route 110"
74,"Hoenn Route 111"
75,"Hoenn Route 111"
76,"Hoenn Route 111"
77,"Hoenn Route 111"
78,"Hoenn Route 111"
79,"Hoenn Route 111"
8,"Ever Grande City"
80,"Hoenn Route 111"
81,"Hoenn Route 111"
82,"Hoenn Route 111"
82,"Hoenn Route 118"
82,"Hoenn Route 120"
83,"Hoenn Route 111"
84,"Hoenn Route 111"
85,"Hoenn Route 111"
86,"Hoenn Route 111"
87,"Hoenn Route 111"
88,"Hoenn Route 111"
89,"Hoenn Route 111"
9,"Ever Grande City"
90,"Hoenn Route 111"
91,"Hoenn Route 111"
92,"Hoenn Route 111"
93,"Hoenn Route 111"
94,"Hoenn Route 111"
95,"Hoenn Route 111"
96,"Hoenn Route 112"
97,"Hoenn Route 112"
98,"Hoenn Route 112"
99,"Hoenn Route 112"
